X,Y,id,left,top,right,bottom,row_index,col_index
295714.306578558,1610530.33248061,12608,295714.306578558,1610530.33248061,295764.306578558,1610580.33248061,583,18
295714.306578558,1610430.33248061,12610,295714.306578558,1610430.33248061,295764.306578558,1610480.33248061,585,18
295714.306578558,1610280.33248061,12613,295714.306578558,1610280.33248061,295764.306578558,1610330.33248061,588,18
295714.306578558,1609830.33248061,12622,295714.306578558,1609830.33248061,295764.306578558,1609880.33248061,597,18
295714.306578558,1609730.33248061,12624,295714.306578558,1609730.33248061,295764.306578558,1609780.33248061,599,18
295714.306578558,1607580.33248061,12667,295714.306578558,1607580.33248061,295764.306578558,1607630.33248061,642,18
295714.306578558,1607380.33248061,12671,295714.306578558,1607380.33248061,295764.306578558,1607430.33248061,646,18
295714.306578558,1607330.33248061,12672,295714.306578558,1607330.33248061,295764.306578558,1607380.33248061,647,18
295714.306578558,1607080.33248061,12677,295714.306578558,1607080.33248061,295764.306578558,1607130.33248061,652,18
295714.306578558,1606780.33248061,12683,295714.306578558,1606780.33248061,295764.306578558,1606830.33248061,658,18
295714.306578558,1606680.33248061,12685,295714.306578558,1606680.33248061,295764.306578558,1606730.33248061,660,18
295714.306578558,1606630.33248061,12686,295714.306578558,1606630.33248061,295764.306578558,1606680.33248061,661,18
295764.306578558,1617230.33248061,13142,295764.306578558,1617230.33248061,295814.306578558,1617280.33248061,449,19
295764.306578558,1616930.33248061,13148,295764.306578558,1616930.33248061,295814.306578558,1616980.33248061,455,19
295764.306578558,1616830.33248061,13150,295764.306578558,1616830.33248061,295814.306578558,1616880.33248061,457,19
295764.306578558,1616630.33248061,13154,295764.306578558,1616630.33248061,295814.306578558,1616680.33248061,461,19
295764.306578558,1616280.33248061,13161,295764.306578558,1616280.33248061,295814.306578558,1616330.33248061,468,19
295764.306578558,1616030.33248061,13166,295764.306578558,1616030.33248061,295814.306578558,1616080.33248061,473,19
295764.306578558,1614180.33248061,13203,295764.306578558,1614180.33248061,295814.306578558,1614230.33248061,510,19
295764.306578558,1611230.33248061,13262,295764.306578558,1611230.33248061,295814.306578558,1611280.33248061,569,19
295764.306578558,1611130.33248061,13264,295764.306578558,1611130.33248061,295814.306578558,1611180.33248061,571,19
295764.306578558,1610480.33248061,13277,295764.306578558,1610480.33248061,295814.306578558,1610530.33248061,584,19
295764.306578558,1610430.33248061,13278,295764.306578558,1610430.33248061,295814.306578558,1610480.33248061,585,19
295764.306578558,1610380.33248061,13279,295764.306578558,1610380.33248061,295814.306578558,1610430.33248061,586,19
295764.306578558,1610230.33248061,13282,295764.306578558,1610230.33248061,295814.306578558,1610280.33248061,589,19
295764.306578558,1609980.33248061,13287,295764.306578558,1609980.33248061,295814.306578558,1610030.33248061,594,19
295764.306578558,1609880.33248061,13289,295764.306578558,1609880.33248061,295814.306578558,1609930.33248061,596,19
295764.306578558,1607780.33248061,13331,295764.306578558,1607780.33248061,295814.306578558,1607830.33248061,638,19
295764.306578558,1607730.33248061,13332,295764.306578558,1607730.33248061,295814.306578558,1607780.33248061,639,19
295764.306578558,1607580.33248061,13335,295764.306578558,1607580.33248061,295814.306578558,1607630.33248061,642,19
295764.306578558,1607530.33248061,13336,295764.306578558,1607530.33248061,295814.306578558,1607580.33248061,643,19
295764.306578558,1607330.33248061,13340,295764.306578558,1607330.33248061,295814.306578558,1607380.33248061,647,19
295764.306578558,1607280.33248061,13341,295764.306578558,1607280.33248061,295814.306578558,1607330.33248061,648,19
295764.306578558,1607130.33248061,13344,295764.306578558,1607130.33248061,295814.306578558,1607180.33248061,651,19
295764.306578558,1607080.33248061,13345,295764.306578558,1607080.33248061,295814.306578558,1607130.33248061,652,19
295764.306578558,1607030.33248061,13346,295764.306578558,1607030.33248061,295814.306578558,1607080.33248061,653,19
295764.306578558,1606630.33248061,13354,295764.306578558,1606630.33248061,295814.306578558,1606680.33248061,661,19
295814.306578558,1616980.33248061,13815,295814.306578558,1616980.33248061,295864.306578558,1617030.33248061,454,20
295814.306578558,1616830.33248061,13818,295814.306578558,1616830.33248061,295864.306578558,1616880.33248061,457,20
295814.306578558,1616730.33248061,13820,295814.306578558,1616730.33248061,295864.306578558,1616780.33248061,459,20
295814.306578558,1611780.33248061,13919,295814.306578558,1611780.33248061,295864.306578558,1611830.33248061,558,20
295814.306578558,1611280.33248061,13929,295814.306578558,1611280.33248061,295864.306578558,1611330.33248061,568,20
295814.306578558,1611030.33248061,13934,295814.306578558,1611030.33248061,295864.306578558,1611080.33248061,573,20
295814.306578558,1610830.33248061,13938,295814.306578558,1610830.33248061,295864.306578558,1610880.33248061,577,20
295814.306578558,1610430.33248061,13946,295814.306578558,1610430.33248061,295864.306578558,1610480.33248061,585,20
295814.306578558,1610330.33248061,13948,295814.306578558,1610330.33248061,295864.306578558,1610380.33248061,587,20
295814.306578558,1610230.33248061,13950,295814.306578558,1610230.33248061,295864.306578558,1610280.33248061,589,20
295814.306578558,1610180.33248061,13951,295814.306578558,1610180.33248061,295864.306578558,1610230.33248061,590,20
295814.306578558,1607580.33248061,14003,295814.306578558,1607580.33248061,295864.306578558,1607630.33248061,642,20
