X,Y,id,left,top,right,bottom,row_index,col_index
279415.0,1621835.4414,6330,279415,1621835.4414,279615,1622035.4414,89,24
279415.0,1621635.4414,6331,279415,1621635.4414,279615,1621835.4414,90,24
279415.0,1621435.4414,6332,279415,1621435.4414,279615,1621635.4414,91,24
279415.0,1621235.4414,6333,279415,1621235.4414,279615,1621435.4414,92,24
279415.0,1620835.4414,6335,279415,1620835.4414,279615,1621035.4414,94,24
279415.0,1620635.4414,6336,279415,1620635.4414,279615,1620835.4414,95,24
279415.0,1619635.4414,6341,279415,1619635.4414,279615,1619835.4414,100,24
279415.0,1618635.4414,6346,279415,1618635.4414,279615,1618835.4414,105,24
279415.0,1618435.4414,6347,279415,1618435.4414,279615,1618635.4414,106,24
279415.0,1614835.4414,6365,279415,1614835.4414,279615,1615035.4414,124,24
279615.0,1627835.4414,6560,279615,1627835.4414,279815,1628035.4414,59,25
279615.0,1627235.4414,6563,279615,1627235.4414,279815,1627435.4414,62,25
279615.0,1627035.4414,6564,279615,1627035.4414,279815,1627235.4414,63,25
279615.0,1626035.4414,6569,279615,1626035.4414,279815,1626235.4414,68,25
279615.0,1625835.4414,6570,279615,1625835.4414,279815,1626035.4414,69,25
279615.0,1625435.4414,6572,279615,1625435.4414,279815,1625635.4414,71,25
279615.0,1625235.4414,6573,279615,1625235.4414,279815,1625435.4414,72,25
279615.0,1624235.4414,6578,279615,1624235.4414,279815,1624435.4414,77,25
279615.0,1621635.4414,6591,279615,1621635.4414,279815,1621835.4414,90,25
279615.0,1621035.4414,6594,279615,1621035.4414,279815,1621235.4414,93,25
279615.0,1620035.4414,6599,279615,1620035.4414,279815,1620235.4414,98,25
279615.0,1619635.4414,6601,279615,1619635.4414,279815,1619835.4414,100,25
279615.0,1615035.4414,6624,279615,1615035.4414,279815,1615235.4414,123,25
279815.0,1628435.4414,6817,279815,1628435.4414,280015,1628635.4414,56,26
279815.0,1627835.4414,6820,279815,1627835.4414,280015,1628035.4414,59,26
279815.0,1627435.4414,6822,279815,1627435.4414,280015,1627635.4414,61,26
279815.0,1626635.4414,6826,279815,1626635.4414,280015,1626835.4414,65,26
279815.0,1625635.4414,6831,279815,1625635.4414,280015,1625835.4414,70,26
279815.0,1625435.4414,6832,279815,1625435.4414,280015,1625635.4414,71,26
279815.0,1625035.4414,6834,279815,1625035.4414,280015,1625235.4414,73,26
279815.0,1624835.4414,6835,279815,1624835.4414,280015,1625035.4414,74,26
279815.0,1623835.4414,6840,279815,1623835.4414,280015,1624035.4414,79,26
279815.0,1620635.4414,6856,279815,1620635.4414,280015,1620835.4414,95,26
279815.0,1620435.4414,6857,279815,1620435.4414,280015,1620635.4414,96,26
279815.0,1620035.4414,6859,279815,1620035.4414,280015,1620235.4414,98,26
279815.0,1619235.4414,6863,279815,1619235.4414,280015,1619435.4414,102,26
279815.0,1618635.4414,6866,279815,1618635.4414,280015,1618835.4414,105,26
279815.0,1614835.4414,6885,279815,1614835.4414,280015,1615035.4414,124,26
279815.0,1614235.4414,6888,279815,1614235.4414,280015,1614435.4414,127,26
280015.0,1627835.4414,7080,280015,1627835.4414,280215,1628035.4414,59,27
280015.0,1627235.4414,7083,280015,1627235.4414,280215,1627435.4414,62,27
280015.0,1627035.4414,7084,280015,1627035.4414,280215,1627235.4414,63,27
280015.0,1626635.4414,7086,280015,1626635.4414,280215,1626835.4414,65,27
280015.0,1626435.4414,7087,280015,1626435.4414,280215,1626635.4414,66,27
280015.0,1626235.4414,7088,280015,1626235.4414,280215,1626435.4414,67,27
280015.0,1625035.4414,7094,280015,1625035.4414,280215,1625235.4414,73,27
280015.0,1624835.4414,7095,280015,1624835.4414,280215,1625035.4414,74,27
280015.0,1620435.4414,7117,280015,1620435.4414,280215,1620635.4414,96,27
280015.0,1619835.4414,7120,280015,1619835.4414,280215,1620035.4414,99,27
280015.0,1619635.4414,7121,280015,1619635.4414,280215,1619835.4414,100,27
280015.0,1619435.4414,7122,280015,1619435.4414,280215,1619635.4414,101,27
280015.0,1618435.4414,7127,280015,1618435.4414,280215,1618635.4414,106,27
280015.0,1616835.4414,7135,280015,1616835.4414,280215,1617035.4414,114,27
280015.0,1614235.4414,7148,280015,1614235.4414,280215,1614435.4414,127,27
280215.0,1627635.4414,7341,280215,1627635.4414,280415,1627835.4414,60,28
280215.0,1627435.4414,7342,280215,1627435.4414,280415,1627635.4414,61,28
280215.0,1627235.4414,7343,280215,1627235.4414,280415,1627435.4414,62,28
280215.0,1627035.4414,7344,280215,1627035.4414,280415,1627235.4414,63,28
280215.0,1626635.4414,7346,280215,1626635.4414,280415,1626835.4414,65,28
280215.0,1626235.4414,7348,280215,1626235.4414,280415,1626435.4414,67,28
280215.0,1626035.4414,7349,280215,1626035.4414,280415,1626235.4414,68,28
280215.0,1625035.4414,7354,280215,1625035.4414,280415,1625235.4414,73,28
280215.0,1624635.4414,7356,280215,1624635.4414,280415,1624835.4414,75,28
280215.0,1624435.4414,7357,280215,1624435.4414,280415,1624635.4414,76,28
280215.0,1623835.4414,7360,280215,1623835.4414,280415,1624035.4414,79,28
280215.0,1621835.4414,7370,280215,1621835.4414,280415,1622035.4414,89,28
280215.0,1621435.4414,7372,280215,1621435.4414,280415,1621635.4414,91,28
280215.0,1621035.4414,7374,280215,1621035.4414,280415,1621235.4414,93,28
280215.0,1620835.4414,7375,280215,1620835.4414,280415,1621035.4414,94,28
280215.0,1620635.4414,7376,280215,1620635.4414,280415,1620835.4414,95,28
280215.0,1620435.4414,7377,280215,1620435.4414,280415,1620635.4414,96,28
280215.0,1620235.4414,7378,280215,1620235.4414,280415,1620435.4414,97,28
280215.0,1619835.4414,7380,280215,1619835.4414,280415,1620035.4414,99,28
280215.0,1619435.4414,7382,280215,1619435.4414,280415,1619635.4414,101,28
280215.0,1619235.4414,7383,280215,1619235.4414,280415,1619435.4414,102,28
280215.0,1616835.4414,7395,280215,1616835.4414,280415,1617035.4414,114,28
280215.0,1614835.4414,7405,280215,1614835.4414,280415,1615035.4414,124,28
280215.0,1613635.4414,7411,280215,1613635.4414,280415,1613835.4414,130,28
280415.0,1627035.4414,7604,280415,1627035.4414,280615,1627235.4414,63,29
280415.0,1626835.4414,7605,280415,1626835.4414,280615,1627035.4414,64,29
280415.0,1626435.4414,7607,280415,1626435.4414,280615,1626635.4414,66,29
280415.0,1625835.4414,7610,280415,1625835.4414,280615,1626035.4414,69,29
280415.0,1625435.4414,7612,280415,1625435.4414,280615,1625635.4414,71,29
280415.0,1624635.4414,7616,280415,1624635.4414,280615,1624835.4414,75,29
280415.0,1623635.4414,7621,280415,1623635.4414,280615,1623835.4414,80,29
280415.0,1621635.4414,7631,280415,1621635.4414,280615,1621835.4414,90,29
280415.0,1621235.4414,7633,280415,1621235.4414,280615,1621435.4414,92,29
280415.0,1621035.4414,7634,280415,1621035.4414,280615,1621235.4414,93,29
280415.0,1620835.4414,7635,280415,1620835.4414,280615,1621035.4414,94,29
280415.0,1620635.4414,7636,280415,1620635.4414,280615,1620835.4414,95,29
280415.0,1620035.4414,7639,280415,1620035.4414,280615,1620235.4414,98,29
280415.0,1617835.4414,7650,280415,1617835.4414,280615,1618035.4414,109,29
280415.0,1617435.4414,7652,280415,1617435.4414,280615,1617635.4414,111,29
280415.0,1616635.4414,7656,280415,1616635.4414,280615,1616835.4414,115,29
280415.0,1616435.4414,7657,280415,1616435.4414,280615,1616635.4414,116,29
